Timestamp (UTC),Waktu Lokal,Arah (BUY/SELL),SOL Amount,Token Amount,USD Value,Price USD,Wallet Address,Tags,Realized Profit USD,Current Balance,Total Trade Wallet,Tx Hash
2026-05-01 01:30:01.000,,SELL,5.000000,0,0,0.000233358025,M18,holder,0,0,0,x
2026-05-01 01:35:00.000,,BUY,5.000000,0,0,0.000240740741,M19,holder,0,0,0,x
2026-05-01 01:35:01.000,,SELL,5.000000,0,0,0.000240765432,M19,holder,0,0,0,x
2026-05-01 01:40:00.000,,BUY,5.000000,0,0,0.000248148148,M20,holder,0,0,0,x
2026-05-01 01:40:01.000,,SELL,5.000000,0,0,0.000248172840,M20,holder,0,0,0,x
2026-05-01 01:45:00.000,,BUY,5.000000,0,0,0.000255555556,M21,holder,0,0,0,x
2026-05-01 01:45:01.000,,SELL,5.000000,0,0,0.000255580247,M21,holder,0,0,0,x
2026-05-01 01:50:00.000,,BUY,5.000000,0,0,0.000262962963,M22,holder,0,0,0,x
2026-05-01 01:50:01.000,,SELL,5.000000,0,0,0.000262987654,M22,holder,0,0,0,x
2026-05-01 01:55:00.000,,BUY,5.000000,0,0,0.000270370370,M23,holder,0,0,0,x
2026-05-01 01:55:01.000,,SELL,5.000000,0,0,0.000270395062,M23,holder,0,0,0,x
2026-05-01 02:00:00.000,,BUY,5.000000,0,0,0.000277777778,M24,holder,0,0,0,x
2026-05-01 02:00:01.000,,SELL,5.000000,0,0,0.000277802469,M24,holder,0,0,0,x
2026-05-01 02:05:00.000,,BUY,5.000000,0,0,0.000285185185,M25,holder,0,0,0,x
2026-05-01 02:05:01.000,,SELL,5.000000,0,0,0.000285209877,M25,holder,0,0,0,x
2026-05-01 02:10:00.000,,BUY,5.000000,0,0,0.000292592593,M26,holder,0,0,0,x
2026-05-01 02:10:01.000,,SELL,5.000000,0,0,0.000292617284,M26,holder,0,0,0,x
2026-05-01 02:15:00.000,,BUY,5.000000,0,0,0.000300000000,M27,holder,0,0,0,x
2026-05-01 02:15:01.000,,SELL,5.000000,0,0,0.000300024691,M27,holder,0,0,0,x
2026-05-01 02:20:00.000,,BUY,5.000000,0,0,0.000307407407,M28,holder,0,0,0,x
2026-05-01 02:20:01.000,,SELL,5.000000,0,0,0.000307432099,M28,holder,0,0,0,x
2026-05-01 02:25:00.000,,BUY,5.000000,0,0,0.000314814815,M29,holder,0,0,0,x
2026-05-01 02:25:01.000,,SELL,5.000000,0,0,0.000314839506,M29,holder,0,0,0,x
2026-05-01 02:30:00.000,,BUY,5.000000,0,0,0.000322222222,M30,holder,0,0,0,x
2026-05-01 02:30:01.000,,SELL,5.000000,0,0,0.000322246914,M30,holder,0,0,0,x
2026-05-01 02:35:00.000,,BUY,5.000000,0,0,0.000329629630,M31,holder,0,0,0,x
2026-05-01 02:35:01.000,,SELL,5.000000,0,0,0.000329654321,M31,holder,0,0,0,x
2026-05-01 02:40:00.000,,BUY,5.000000,0,0,0.000337037037,M32,holder,0,0,0,x
2026-05-01 02:40:01.000,,SELL,5.000000,0,0,0.000337061728,M32,holder,0,0,0,x
2026-05-01 02:45:00.000,,BUY,5.000000,0,0,0.000344444444,M33,holder,0,0,0,x
2026-05-01 02:45:01.000,,SELL,5.000000,0,0,0.000344469136,M33,holder,0,0,0,x
2026-05-01 02:50:00.000,,BUY,5.000000,0,0,0.000351851852,M34,holder,0,0,0,x
2026-05-01 02:50:01.000,,SELL,5.000000,0,0,0.000351876543,M34,holder,0,0,0,x
2026-05-01 02:55:00.000,,BUY,5.000000,0,0,0.000359259259,M35,holder,0,0,0,x
2026-05-01 02:55:01.000,,SELL,5.000000,0,0,0.000359283951,M35,holder,0,0,0,x
2026-05-01 03:00:00.000,,BUY,5.000000,0,0,0.000366666667,M36,holder,0,0,0,x
2026-05-01 03:00:01.000,,SELL,5.000000,0,0,0.000366691358,M36,holder,0,0,0,x
2026-05-01 03:05:00.000,,BUY,5.000000,0,0,0.000374074074,M37,holder,0,0,0,x
2026-05-01 03:05:01.000,,SELL,5.000000,0,0,0.000374098765,M37,holder,0,0,0,x
2026-05-01 03:10:00.000,,BUY,5.000000,0,0,0.000381481481,M38,holder,0,0,0,x
2026-05-01 03:10:01.000,,SELL,5.000000,0,0,0.000381506173,M38,holder,0,0,0,x
2026-05-01 03:15:00.000,,BUY,5.000000,0,0,0.000388888889,M39,holder,0,0,0,x
2026-05-01 03:15:01.000,,SELL,5.000000,0,0,0.000388913580,M39,holder,0,0,0,x
2026-05-01 04:05:00.000,,SELL,0.030000,0,0,0.000462962963,rs0,retail,0,0,0,x
2026-05-01 04:05:01.000,,SELL,0.030000,0,0,0.000462987654,rs1,retail,0,0,0,x
2026-05-01 04:05:02.000,,SELL,0.030000,0,0,0.000463012346,rs2,retail,0,0,0,x
2026-05-01 04:05:03.000,,SELL,0.030000,0,0,0.000463037037,rs3,retail,0,0,0,x
2026-05-01 04:05:04.000,,SELL,0.030000,0,0,0.000463061728,rs4,retail,0,0,0,x
2026-05-01 04:05:05.000,,SELL,0.030000,0,0,0.000463086420,rs5,retail,0,0,0,x
2026-05-01 04:05:06.000,,SELL,0.030000,0,0,0.000463111111,rs6,retail,0,0,0,x
2026-05-01 04:05:07.000,,SELL,0.030000,0,0,0.000463135802,rs7,retail,0,0,0,x
2026-05-01 04:10:00.000,,BUY,4.000000,0,0,0.000470370370,W1,bluechip_owner,0,0,0,x
2026-05-01 04:10:30.000,,BUY,4.300000,0,0,0.000471111111,W2,axiom,0,0,0,x
2026-05-01 04:11:00.000,,BUY,4.600000,0,0,0.000471851852,W3,top_holder,0,0,0,x
2026-05-01 04:11:30.000,,BUY,4.900000,0,0,0.000472592593,W4,padre,0,0,0,x
2026-05-01 04:12:00.000,,BUY,5.200000,0,0,0.000473333333,W5,fresh_wallet,0,0,0,x
2026-05-01 04:22:00.000,,BUY,3.000000,0,0,0.000488148148,T1,axiom,0,0,0,x
2026-05-01 04:23:00.000,,BUY,2.500000,0,0,0.000489629630,T2,trojan,0,0,0,x
2026-05-01 04:27:00.000,,SELL,0.020000,0,0,0.000495555556,rs9,retail,0,0,0,x
2026-05-01 04:30:00.000,,BUY,1.000000,0,0,0.000500000000,W1,bluechip_owner,0,0,0,x
